epoch,train_loss,train_r2,test_loss,test_r2
1,38.035994911193846,-0.2865614541832415,50.13856506347656,-0.11673289444139456
2,41.25697288513184,-0.1903535512137733,46.83766403198242,-0.00048284747915716686
3,36.68804874420166,-0.004665263670712294,47.241678619384764,-0.2955396525999989
4,38.02819118499756,-0.10928329564761818,46.002044677734375,-0.02500824834972759
5,38.15230388641358,-0.10470976153848821,47.283633422851565,-0.002660523497100886
6,38.35323505401611,-0.03086338767712138,48.91795349121094,-0.4122229682565819
7,37.75335216522217,-0.12933804104900593,47.703802490234374,-0.32902355512314974
8,40.25645790100098,-0.19388910253811642,46.61840324401855,-0.001787424935596471
9,39.77919731140137,-0.09623442298415097,47.33412895202637,-0.0031155102022113468
10,39.00795192718506,-0.1120496533087596,46.362477493286136,-0.0065547538428241126
11,39.24549674987793,-0.18416402410529376,47.97519378662109,-0.01928357432597383
12,39.48983268737793,-0.1199525350967161,45.352774429321286,-0.08960444493850939
13,40.38501377105713,-0.13443608515644856,45.55745506286621,-0.06362021378928473
14,37.31187000274658,-0.08078633789710032,45.718976974487305,-0.04634488246183022
15,39.670346641540526,-0.15258179401872907,45.54548301696777,-0.14855426946812833
16,40.12291088104248,-0.1833965235681243,45.45802879333496,-0.07501543849885972
17,37.25739765167236,-0.04596365851134654,50.78003158569336,-0.5447231094567748
18,39.625894451141356,-0.3110701704718013,46.15259895324707,-0.012813305775622785
19,40.28058567047119,-0.03979027785764244,47.13196334838867,0.0006063978336434683
20,40.695102500915525,-0.09771642403228054,46.8645824432373,0.0016567622020582373
21,39.188425827026364,-0.07025550224525312,46.138014221191405,-0.20727332508492924
22,38.15449237823486,-0.16364243336881912,46.78602561950684,0.0013691685005603471
23,37.40249652862549,-0.019140766973318124,46.1258041381836,-0.20613218967972413
24,39.290245056152344,-0.132122258261145,47.55289535522461,-0.3170225387060659
25,37.26573791503906,-0.06500624806070299,45.54220809936523,-0.14814491428823584
26,40.301991844177245,-0.18076385016000995,45.53655853271484,-0.1473018273881992
27,41.705930137634276,-0.23217494657419202,46.96222152709961,0.0023140086796238357
28,38.0641487121582,-0.1330624874284727,48.411746978759766,-0.37429279553757144
29,39.972708511352536,-0.20215459890931675,45.60835914611816,-0.0542908638185009
30,39.40987071990967,-0.20268394685770508,46.0220287322998,-0.018402455893851366
31,39.77265243530273,-0.10647159911904924,46.389390563964845,-0.22687808215991256
