epoch,train_loss,train_r2,test_loss,test_r2
1,80.40615768432617,-2.880459773744801,83.67969665527343,-2.5599772252216098
2,77.73842430114746,-2.879782394696837,83.66991882324218,-2.559339417593311
3,79.79063606262207,-2.879007593782889,83.66014251708984,-2.558701981936004
4,80.3673583984375,-2.8783134321083352,83.65036315917969,-2.5580645083835294
5,81.26400527954101,-2.877580057270223,83.64058685302734,-2.557426349798791
6,79.64509811401368,-2.876850711187797,83.6308090209961,-2.5567887025398304
7,80.27509307861328,-2.876142824299344,83.62102966308593,-2.556151180454127
8,81.26958312988282,-2.875420789518387,83.61127166748047,-2.5555140143234105
9,79.53504447937011,-2.8746759933428,83.60147857666016,-2.554875336605896
10,78.42285385131837,-2.873995801631325,83.59171142578126,-2.554238359426617
11,79.1773235321045,-2.873275019441772,83.58194732666016,-2.5536009264098287
12,79.37175331115722,-2.872559584972664,83.57218017578126,-2.552963729680728
13,79.52173233032227,-2.871824290217013,83.56241912841797,-2.5523262125934103
14,79.9650665283203,-2.871114339581106,83.55264587402344,-2.551688167017036
15,79.87508888244629,-2.870389985739476,83.54288482666016,-2.5510511862973186
16,77.7584285736084,-2.8696904550739135,83.5331314086914,-2.550414428707392
17,79.04621315002441,-2.8689611624997267,83.52338104248047,-2.5497775033505694
18,78.2984188079834,-2.868231719653872,83.51361999511718,-2.5491403664099983
19,78.42175979614258,-2.8675192019343534,83.50387878417969,-2.548504002585644
20,78.41171760559082,-2.8668041332203393,83.49412231445312,-2.5478670079460963
21,78.98838539123535,-2.8660882070601077,83.48436737060547,-2.547229661958975
22,78.76512336730957,-2.8653473037674098,83.47462921142578,-2.546593197528595
23,78.5951084136963,-2.86467258664024,83.46490631103515,-2.54595779777146
24,80.80729866027832,-2.863902296289279,83.45516357421874,-2.5453214387308063
25,80.69953804016113,-2.863193140228538,83.44542694091797,-2.5446849200538586
26,77.54284629821777,-2.862499179298312,83.43568267822266,-2.544048039833358
27,80.0217674255371,-2.8617669804822157,83.42596130371093,-2.543412754661106
28,80.05619659423829,-2.86103787758857,83.41622161865234,-2.542775724353806
29,80.25953826904296,-2.8603393385901787,83.4064956665039,-2.5421398339008614
30,79.59175682067871,-2.8596138518778162,83.39676666259766,-2.541503710373273
31,78.01728477478028,-2.8589003280533367,83.38704986572266,-2.5408686738416186
32,81.02060775756836,-2.8581634948051526,83.37733154296875,-2.540232794512554
33,79.45509910583496,-2.857429226384776,83.36760559082032,-2.5395966849046623
34,79.06281661987305,-2.8567255635249045,83.35789184570312,-2.5389611725406964
35,78.41285934448243,-2.8560301490703197,83.34818725585937,-2.5383264002815253
36,78.18065452575684,-2.8553115011188557,83.3384765625,-2.53769099044376
37,79.57509956359863,-2.8545884627526417,83.328759765625,-2.5370556173076326
38,80.21395721435547,-2.8538714265772755,83.3190414428711,-2.5364195767152626
39,80.63952713012695,-2.8531629350543364,83.3093475341797,-2.5357851380715823
40,80.22061767578126,-2.852411457366887,83.29963531494141,-2.535149343135899
41,80.37950592041015,-2.851722619881599,83.28993530273438,-2.534514395125814
42,77.72061271667481,-2.851023574681184,83.28024444580078,-2.533879875919705
43,79.1239559173584,-2.850298824579694,83.27053833007812,-2.5332440948977197
44,78.23394432067872,-2.8495926053123686,83.26083679199219,-2.532609090569841
45,78.63286666870117,-2.8488816627927283,83.25115661621093,-2.5319750199957864
46,77.24503135681152,-2.8481526631476997,83.24145965576172,-2.5313398377189023
47,78.45286483764649,-2.847423368462949,83.23177947998047,-2.5307058218083136
48,79.44728240966796,-2.846707976511927,83.22209014892579,-2.530071309041287
49,79.72173728942872,-2.84599542684553,83.21240997314453,-2.5294365700531483
50,77.47168922424316,-2.8452558089962183,83.20272216796874,-2.528802189110454
51,78.021724319458,-2.8445793274212985,83.19304504394532,-2.52816840424791
52,78.52723655700683,-2.84383551886661,83.18336334228516,-2.5275339019152367
53,78.65057792663575,-2.843123429021887,83.17369079589844,-2.5268993765232053
54,80.02728843688965,-2.8424197346580993,83.16401519775391,-2.5262655836868837
55,77.3239959716797,-2.841688821568901,83.15435180664062,-2.525632012190713
56,77.77618217468262,-2.840974057653935,83.14468841552734,-2.524998248892478
57,80.78843154907227,-2.8402545125405716,83.13502807617188,-2.5243652656453612
58,77.9517276763916,-2.8395569516023733,83.1253646850586,-2.5237312393041424
59,79.07059898376465,-2.8388234264257712,83.1156997680664,-2.5230976747075267
60,80.04727287292481,-2.838098497161608,83.10603179931641,-2.522463612640074
61,79.51281700134277,-2.8373872646697684,83.09636688232422,-2.5218295057016973
