epoch,train_loss,train_r2,test_loss,test_r2
1,71.89547271728516,-2.3921885889359285,82.26090545654297,-2.442474441943791
2,67.5298397064209,-2.1534468928812807,82.51819305419922,-2.4605456172400944
3,63.03962650299072,-2.056985830615536,84.14665374755859,-2.821103337126879
4,66.73473892211913,-2.2049988680584067,82.57497863769531,-2.4797671390260385
5,65.5390781402588,-2.0922110293779705,82.76647644042968,-2.5407580365458675
6,64.18572158813477,-1.949901506360511,82.1641342163086,-2.4389379001633666
7,68.46062355041504,-2.2502933948267176,82.1483154296875,-2.446808460185479
8,66.07766723632812,-1.923751620433162,81.77217407226563,-2.407790157002972
9,66.69780368804932,-2.2495966718239857,82.3365493774414,-2.5693524974303785
10,64.16593360900879,-2.068213007953716,81.8574005126953,-2.4687315259603166
11,66.87914962768555,-2.0656070679827065,81.254248046875,-2.381257967472212
12,64.18337364196778,-2.0398866657297305,81.2049774169922,-2.4230830438326585
13,67.05256500244141,-2.123075990405188,80.43256225585938,-2.32509969228862
14,64.40921039581299,-1.9819756694287536,79.6658706665039,-2.268227281599152
15,63.82659759521484,-2.0487477924094035,79.39615936279297,-2.2908901109215565
16,64.67745399475098,-2.0936963174912404,78.31078414916992,-2.187386201455446
17,63.35489501953125,-1.923060650109274,77.02090377807617,-2.0963066284026763
18,60.77674331665039,-1.7106565249021473,75.93753356933594,-2.02629287586981
19,59.72384605407715,-1.7174110498063166,73.78872604370117,-1.894159492243558
20,58.125859069824216,-1.6829541011187636,71.5193374633789,-1.7623333981937472
21,56.84107513427735,-1.405284667199393,67.46376724243164,-1.5282786611127195
22,52.85384750366211,-1.2233756457505076,63.64609298706055,-1.4388363382093243
23,52.71454429626465,-1.1280062743478192,58.30443420410156,-1.0623110987630096
24,48.14307823181152,-0.8215423485042088,53.941427612304686,-0.7463665822937211
25,44.277503204345706,-0.6209622406427273,51.02706680297852,-0.5521108929915142
26,39.47986392974853,-0.28778165953615154,47.36768341064453,-0.29146537011690965
27,42.18549289703369,-0.2854707911303651,47.41043243408203,-0.27081035571210754
28,39.97900314331055,-0.2569458612803548,45.657057189941405,-0.18097439142976857
29,38.22162971496582,-0.15207974505717514,44.61912117004395,-0.10793901596399924
30,38.4577278137207,-0.09634944174525661,44.398590850830075,-0.05211402087809236
31,38.46143207550049,-0.13631663199280064,43.45654983520508,0.012795411942179258
32,37.9560827255249,-0.16957889484026256,44.77804107666016,0.019824997446823867
33,39.54521465301514,-0.11633761300395373,43.441491317749026,0.0783714070136653
34,41.06954727172852,-0.243369883190514,43.013440704345705,0.0962915298214595
35,37.125830459594724,-0.01901089335071604,43.807538223266604,0.11705317178103702
36,40.30558471679687,-0.14887118425633594,44.04549865722656,0.10520715166871741
37,38.456345558166504,-0.09085459944430241,43.72223129272461,0.09940348881169614
38,36.15199928283691,-0.015677835841822363,43.79332809448242,0.06848679052047657
39,40.14800796508789,-0.17119199869283985,44.0378360748291,0.056578755239139134
40,35.6744499206543,-0.01831199474296774,44.37062797546387,0.06982480115006517
41,38.83319206237793,-0.12418905742503439,42.841302490234376,0.10969524287499388
42,38.17884407043457,-0.13518049497426343,43.30752182006836,0.10265075633723464
43,40.22804946899414,-0.20383803774744624,44.11398468017578,0.075828774387384
44,40.040805625915525,-0.12865907346920058,42.746160888671874,0.15254616598908166
45,36.97477073669434,-0.0022570058553668115,43.04131317138672,0.14461907272190344
46,37.5468994140625,-0.04138524167697666,43.33461456298828,0.13510923678174536
47,36.167335510253906,0.013919551786353623,45.94233360290527,0.057247415254466305
48,37.94109916687012,-0.035579116231228,43.619588470458986,0.10374768279923108
49,41.069333457946776,-0.18569253677598851,43.22728424072265,0.0958766418942093
50,38.53323173522949,-0.13709759673380328,44.84120635986328,0.05129294560823994
51,37.97051887512207,-0.08071413987485121,44.321960067749025,0.07164633528102227
52,42.986779403686526,-0.2753761549032634,43.93926010131836,0.09986469303747547
53,35.27784309387207,0.034233009193110786,43.20171852111817,0.11272609153946467
54,40.57911758422851,-0.172877570204101,44.42720031738281,0.09113453385965253
55,38.18738975524902,-0.06633445274770011,43.66346817016601,0.11553960291643206
56,37.33980388641358,0.007079128107683297,42.82298698425293,0.13524112462203874
57,40.234700965881345,-0.1322430113188695,43.84349517822265,0.11473485109558257
58,37.8526388168335,-0.06964636672587554,43.72695732116699,0.08834676756566873
59,37.628536796569826,-0.03213849548342429,43.83450813293457,0.10723974563141381
60,37.37504272460937,-0.09228237270322315,44.190888214111325,0.09601188875698552
61,34.58957176208496,0.027731186253478146,43.48752708435059,0.1361369243288656
62,39.54245262145996,-0.14084255145479463,43.874603271484375,0.12273397554824428
63,40.52844524383545,-0.1403247853521823,43.693246078491214,0.11827669176384115
64,37.68668155670166,-0.06015436304488175,42.94431037902832,0.13746219115649616
65,36.942720603942874,-0.012927036725975949,43.28548622131348,0.15232566196856112
66,36.59534206390381,-0.006685451062319103,44.30019264221191,0.06421536058389832
67,40.03633422851563,-0.12553841977702174,43.23885078430176,0.09467192353867127
68,39.36340560913086,-0.1282108442071952,44.382913970947264,0.08876104282561215
69,37.0579870223999,-0.05713737404545016,43.20641403198242,0.15591605355913396
70,35.822815895080566,-0.002729780009125271,43.47733612060547,0.17270036409663125
71,37.6357608795166,-0.0026918698928615203,44.486893844604495,0.11838903314474014
72,34.487986373901364,-0.0006047220489655558,43.06465797424316,0.1561116494473923
73,38.909114837646484,-0.12717436125593018,44.32110786437988,0.12588781327060605
74,36.56714630126953,0.0381694497738817,42.929679489135744,0.16209932935106408
75,35.922437477111814,-0.018370458913740118,43.879479598999026,0.14523034001749846
76,37.756368446350095,-0.022032558141183767,44.029243087768556,0.11921442284479788
77,38.83121166229248,-0.11175118121649863,44.21822509765625,0.11851933701141137
78,39.59809131622315,-0.06311664130504169,43.4471435546875,0.13339024816791856
79,38.65756320953369,-0.14524061220844708,44.05673027038574,0.1343276339389845
80,37.30613031387329,-0.06227935506054072,43.64645690917969,0.12226058708213017
81,36.49045372009277,0.01119542385474337,43.30929946899414,0.16126469316710723
82,37.90318965911865,-0.10891970258801642,43.648190307617185,0.16537120377089765
83,38.9240083694458,-0.03211956398797855,43.59003868103027,0.14718753676068552
84,38.247633361816405,-0.03541381434225377,44.28492469787598,0.1257806145564665
85,39.51617317199707,-0.12612141952690625,43.55291976928711,0.13714746510381193
86,38.05518474578857,-0.09886100542764731,43.82028045654297,0.14956255679723818
87,38.301043319702146,-0.06191878045914834,43.449860382080075,0.13799294700459763
88,35.65949535369873,0.045221553046685514,44.99413795471192,0.11112214356197914
89,40.61928596496582,-0.15098557866993878,43.64001731872558,0.12286615726206918
90,39.93665103912353,-0.09600997710835624,43.26675910949707,0.1316371281606632
91,38.05610370635986,-0.006793649124760215,44.85620765686035,0.09927726567421558
92,37.93662242889404,-0.023834314788585775,43.39826774597168,0.11056707415394218
93,34.5140043258667,0.0680971815217396,43.12532539367676,0.14478231472173364
94,38.01941413879395,-0.06907415755313062,43.17420616149902,0.11354995012410907
95,36.98801403045654,-0.08747199344710221,43.807061767578126,0.12114576738649152
96,37.2099588394165,0.00733719643850772,44.702226638793945,0.10425282418622617
97,39.34258060455322,-0.05818177967701188,43.47303695678711,0.14021374475546122
98,38.894601058959964,-0.15889100712278936,43.44877281188965,0.10013763553521737
99,37.93060131072998,-0.10288686155010796,43.332403564453124,0.13468673734069603
100,38.77233810424805,-0.11791567616993892,43.417776870727536,0.11677591355285766
101,38.99437961578369,-0.06666640948026115,43.39049224853515,0.10699215693973729
102,34.92259178161621,-0.003568850923981959,43.75705528259277,0.11045916656488397
103,38.06017951965332,-0.08044141477877442,43.7532844543457,0.10356166646408527
104,36.71749324798584,-0.011848388595483872,43.631828689575194,0.09063356687818369
105,37.427898216247556,-0.0335787849296727,43.67332725524902,0.0806205247562014
106,39.19052524566651,-0.06372672452676076,44.29837989807129,0.08095941098159742
107,37.79110488891602,-0.08727206094197504,44.063784790039065,0.10238784186662031
108,34.940595626831055,0.06575678949180286,43.58158912658691,0.14360656793558546
109,41.61491680145264,-0.1103166273060614,42.788427734375,0.1674018564552623
110,40.36122703552246,-0.15354391745899143,42.99828834533692,0.14777372719348747
111,36.538519287109374,-0.027152343068234108,43.316121673583986,0.14318643488215466
112,39.03464050292969,-0.11305851097265673,43.898291778564456,0.09580101506835481
113,36.88166275024414,-0.060722873329741356,43.80832786560059,0.1010497515299219
114,38.08853607177734,-0.1332757035686316,43.64327049255371,0.11286621690922083
115,36.54185333251953,-0.08247445247368623,43.55370750427246,0.10707353109137174
116,38.21660270690918,-0.13778512796159914,42.84705581665039,0.14394452352438036
117,36.69428253173828,-0.04868996627423261,43.564810562133786,0.1383190630121981
118,35.16301670074463,0.043929769020271014,43.63368949890137,0.1510612508104604
119,37.84236011505127,-0.051787938273970324,43.67733650207519,0.15485573989916412
120,37.42745704650879,-0.01758349301863915,43.828948211669925,0.14648075871385136
121,37.64200916290283,-0.06930594699198611,44.507334518432614,0.11917487135187987
122,37.364060401916504,-0.05487381606937536,43.41570129394531,0.16071285496951238
123,37.979791259765626,-0.06412247402517068,44.27797660827637,0.13453747055031884
124,39.474876976013185,-0.10797408455035162,43.347435760498044,0.15875602722205506
125,40.82395515441895,-0.09165388510907135,45.22882347106933,0.09041578434073672
126,39.40289173126221,-0.08871913362548245,43.517690658569336,0.1243023465245191
127,36.80576343536377,-0.020325012334689863,43.86559906005859,0.08332825312660752
128,36.56684131622315,-0.0763070245398505,43.667755889892575,0.08504240458933077
129,36.23840103149414,0.004671287205638142,44.37455368041992,0.0736366163480412
130,38.809245872497556,-0.005765771950010379,43.95058898925781,0.12946925104871965
131,38.77582149505615,-0.06268988339496318,44.4757022857666,0.1045656321059083
132,34.1080207824707,0.08379265550402204,43.57174072265625,0.13060713766058274
133,38.4615535736084,-0.0887196377412185,43.27373046875,0.15164941680882005
134,38.18505573272705,-0.09061969174116524,43.58946266174316,0.13138442634609615
